query,query_sha,filename,fea1,fea2,fea3,fea4,fea5,fea6,fea7,fea8,fea9,fea10,fea11,fea12,fea13,fea14,fea15,fea16,fea17,fea18,fea19,fea20,fea21,fea22,fea23,fea24,fea25,fea26,fea27,fea28,fea29,fea30,fea31,fea32,fea33,fea34,fea35,fea36,fea37,fea38,fea39,fea40,fea41,similarity,label
Australia is the first country to begin microchipping its citizens.,0769760f5892d6b7a1bcd4149a246c94f10d7dc5a8b6c764cc43b6c79de75d78,3.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.479085,fact
Australia is the first country to begin microchipping its citizens.,0769760f5892d6b7a1bcd4149a246c94f10d7dc5a8b6c764cc43b6c79de75d78,5.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279078,fact
Australia is the first country to begin microchipping its citizens.,0769760f5892d6b7a1bcd4149a246c94f10d7dc5a8b6c764cc43b6c79de75d78,8.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.65E-09,unrelated
Media giant Time Warner declined to renew CNN's contract.,099df2e88dee01c475bbd6ec091ddabd5c61c1a21c247fe43e7141454a6855b1,0.txt,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347566,hoax
Media giant Time Warner declined to renew CNN's contract.,099df2e88dee01c475bbd6ec091ddabd5c61c1a21c247fe43e7141454a6855b1,1.txt,2,0,11,0,0,1,0,7,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801907,hoax
Media giant Time Warner declined to renew CNN's contract.,099df2e88dee01c475bbd6ec091ddabd5c61c1a21c247fe43e7141454a6855b1,2.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278846,fact
Media giant Time Warner declined to renew CNN's contract.,099df2e88dee01c475bbd6ec091ddabd5c61c1a21c247fe43e7141454a6855b1,3.txt,1,0,4,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302189,hoax
Media giant Time Warner declined to renew CNN's contract.,099df2e88dee01c475bbd6ec091ddabd5c61c1a21c247fe43e7141454a6855b1,4.txt,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.34896,hoax
Media giant Time Warner declined to renew CNN's contract.,099df2e88dee01c475bbd6ec091ddabd5c61c1a21c247fe43e7141454a6855b1,6.txt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.530355,hoax
Media giant Time Warner declined to renew CNN's contract.,099df2e88dee01c475bbd6ec091ddabd5c61c1a21c247fe43e7141454a6855b1,7.txt,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49808,unrelated
Media giant Time Warner declined to renew CNN's contract.,099df2e88dee01c475bbd6ec091ddabd5c61c1a21c247fe43e7141454a6855b1,9.txt,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04226,unrelated
Ivana Trump claimed her famous ex-husband Donald is addicted to penile enhancement pills.,0abcbf558e0ed527033c80c9473b3f070741718e63a3a378955fff9a40eecb7f,0.txt,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.673472,hoax
Ivana Trump claimed her famous ex-husband Donald is addicted to penile enhancement pills.,0abcbf558e0ed527033c80c9473b3f070741718e63a3a378955fff9a40eecb7f,1.txt,1,0,7,0,1,4,1,5,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55093,hoax
Ivana Trump claimed her famous ex-husband Donald is addicted to penile enhancement pills.,0abcbf558e0ed527033c80c9473b3f070741718e63a3a378955fff9a40eecb7f,2.txt,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.980748,hoax
Ivana Trump claimed her famous ex-husband Donald is addicted to penile enhancement pills.,0abcbf558e0ed527033c80c9473b3f070741718e63a3a378955fff9a40eecb7f,3.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273659,unknown
Ivana Trump claimed her famous ex-husband Donald is addicted to penile enhancement pills.,0abcbf558e0ed527033c80c9473b3f070741718e63a3a378955fff9a40eecb7f,4.txt,1,0,3,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0.516453,unknown
Ivana Trump claimed her famous ex-husband Donald is addicted to penile enhancement pills.,0abcbf558e0ed527033c80c9473b3f070741718e63a3a378955fff9a40eecb7f,6.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273973,hoax
Ivana Trump claimed her famous ex-husband Donald is addicted to penile enhancement pills.,0abcbf558e0ed527033c80c9473b3f070741718e63a3a378955fff9a40eecb7f,7.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292881,unrelated
Ivana Trump claimed her famous ex-husband Donald is addicted to penile enhancement pills.,0abcbf558e0ed527033c80c9473b3f070741718e63a3a378955fff9a40eecb7f,8.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0460396,unrelated
Leonardo DiCaprio endorsed Republican presidential nominee Donald Trump on Twitter.,0f1961c6901972c50465ba2ce24e5ab891673f44b67cb6f3e34d3008b6cbbf9d,0.txt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.620619,hoax
Leonardo DiCaprio endorsed Republican presidential nominee Donald Trump on Twitter.,0f1961c6901972c50465ba2ce24e5ab891673f44b67cb6f3e34d3008b6cbbf9d,1.txt,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.690575,hoax
Leonardo DiCaprio endorsed Republican presidential nominee Donald Trump on Twitter.,0f1961c6901972c50465ba2ce24e5ab891673f44b67cb6f3e34d3008b6cbbf9d,2.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.757445,unknown
Leonardo DiCaprio endorsed Republican presidential nominee Donald Trump on Twitter.,0f1961c6901972c50465ba2ce24e5ab891673f44b67cb6f3e34d3008b6cbbf9d,3.txt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.599323,hoax
Leonardo DiCaprio endorsed Republican presidential nominee Donald Trump on Twitter.,0f1961c6901972c50465ba2ce24e5ab891673f44b67cb6f3e34d3008b6cbbf9d,4.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218746,unrelated
Leonardo DiCaprio endorsed Republican presidential nominee Donald Trump on Twitter.,0f1961c6901972c50465ba2ce24e5ab891673f44b67cb6f3e34d3008b6cbbf9d,5.txt,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.443549,unknown
Leonardo DiCaprio endorsed Republican presidential nominee Donald Trump on Twitter.,0f1961c6901972c50465ba2ce24e5ab891673f44b67cb6f3e34d3008b6cbbf9d,6.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.397871,unknown
Leonardo DiCaprio endorsed Republican presidential nominee Donald Trump on Twitter.,0f1961c6901972c50465ba2ce24e5ab891673f44b67cb6f3e34d3008b6cbbf9d,8.txt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.595394,unknown
Leonardo DiCaprio endorsed Republican presidential nominee Donald Trump on Twitter.,0f1961c6901972c50465ba2ce24e5ab891673f44b67cb6f3e34d3008b6cbbf9d,9.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.552958,unrelated
Baseball's championship competition is known as the World Series because it was originally sponsored by the newspaper.,132e965bbd6ca0d90a7a759ec22c4764e9e3ad9b8e908993f7214fb12aa26bdf,0.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,3,1,0.871961,fact
Baseball's championship competition is known as the World Series because it was originally sponsored by the newspaper.,132e965bbd6ca0d90a7a759ec22c4764e9e3ad9b8e908993f7214fb12aa26bdf,1.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0.232644,unknown
Baseball's championship competition is known as the World Series because it was originally sponsored by the newspaper.,132e965bbd6ca0d90a7a759ec22c4764e9e3ad9b8e908993f7214fb12aa26bdf,2.txt,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0.36285,hoax
Baseball's championship competition is known as the World Series because it was originally sponsored by the newspaper.,132e965bbd6ca0d90a7a759ec22c4764e9e3ad9b8e908993f7214fb12aa26bdf,3.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.199295,fact
Baseball's championship competition is known as the World Series because it was originally sponsored by the newspaper.,132e965bbd6ca0d90a7a759ec22c4764e9e3ad9b8e908993f7214fb12aa26bdf,4.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35544,unrelated
Baseball's championship competition is known as the World Series because it was originally sponsored by the newspaper.,132e965bbd6ca0d90a7a759ec22c4764e9e3ad9b8e908993f7214fb12aa26bdf,5.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.218541,hoax
Baseball's championship competition is known as the World Series because it was originally sponsored by the newspaper.,132e965bbd6ca0d90a7a759ec22c4764e9e3ad9b8e908993f7214fb12aa26bdf,6.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0.472683,hoax
Baseball's championship competition is known as the World Series because it was originally sponsored by the newspaper.,132e965bbd6ca0d90a7a759ec22c4764e9e3ad9b8e908993f7214fb12aa26bdf,7.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0.770848,hoax
Baseball's championship competition is known as the World Series because it was originally sponsored by the newspaper.,132e965bbd6ca0d90a7a759ec22c4764e9e3ad9b8e908993f7214fb12aa26bdf,8.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167765,unrelated
Baseball's championship competition is known as the World Series because it was originally sponsored by the newspaper.,132e965bbd6ca0d90a7a759ec22c4764e9e3ad9b8e908993f7214fb12aa26bdf,9.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190377,unrelated
NBC's long-running 'Saturday Night Live' has been cancelled due to low ratings.,14ab2d03f02765c0aed051e4d1338a3fae563579378deae7135f598bca0c0316,0.txt,0,0,2,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.439431,hoax
NBC's long-running 'Saturday Night Live' has been cancelled due to low ratings.,14ab2d03f02765c0aed051e4d1338a3fae563579378deae7135f598bca0c0316,1.txt,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.752357,hoax
NBC's long-running 'Saturday Night Live' has been cancelled due to low ratings.,14ab2d03f02765c0aed051e4d1338a3fae563579378deae7135f598bca0c0316,2.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053299,unrelated
NBC's long-running 'Saturday Night Live' has been cancelled due to low ratings.,14ab2d03f02765c0aed051e4d1338a3fae563579378deae7135f598bca0c0316,4.txt,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.866902,hoax
NBC's long-running 'Saturday Night Live' has been cancelled due to low ratings.,14ab2d03f02765c0aed051e4d1338a3fae563579378deae7135f598bca0c0316,5.txt,0,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370394,hoax
NBC's long-running 'Saturday Night Live' has been cancelled due to low ratings.,14ab2d03f02765c0aed051e4d1338a3fae563579378deae7135f598bca0c0316,6.txt,0,0,0,0,3,0,3,0,0,5,0,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,8,0.0921053,unrelated
NBC's long-running 'Saturday Night Live' has been cancelled due to low ratings.,14ab2d03f02765c0aed051e4d1338a3fae563579378deae7135f598bca0c0316,7.txt,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,3,0.137588,unknown
NBC's long-running 'Saturday Night Live' has been cancelled due to low ratings.,14ab2d03f02765c0aed051e4d1338a3fae563579378deae7135f598bca0c0316,8.txt,1,0,4,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0.221525,unrelated
Barack and Michelle Obama have filed for divorce in Illinois.,1a0f1694cb65044a84a6219fbaf4dd39f0f48da0087a02ccce65cba993222d4b,0.txt,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.661627,hoax
Barack and Michelle Obama have filed for divorce in Illinois.,1a0f1694cb65044a84a6219fbaf4dd39f0f48da0087a02ccce65cba993222d4b,1.txt,0,0,5,0,1,3,1,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.788629,hoax
Barack and Michelle Obama have filed for divorce in Illinois.,1a0f1694cb65044a84a6219fbaf4dd39f0f48da0087a02ccce65cba993222d4b,2.txt,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331668,fact
Barack and Michelle Obama have filed for divorce in Illinois.,1a0f1694cb65044a84a6219fbaf4dd39f0f48da0087a02ccce65cba993222d4b,3.txt,0,0,1,0,10,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,1,0.81464,hoax
Barack and Michelle Obama have filed for divorce in Illinois.,1a0f1694cb65044a84a6219fbaf4dd39f0f48da0087a02ccce65cba993222d4b,4.txt,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0.124443,unknown
Barack and Michelle Obama have filed for divorce in Illinois.,1a0f1694cb65044a84a6219fbaf4dd39f0f48da0087a02ccce65cba993222d4b,5.txt,0,0,0,0,0,0,2,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,7,0.230383,unrelated
Barack and Michelle Obama have filed for divorce in Illinois.,1a0f1694cb65044a84a6219fbaf4dd39f0f48da0087a02ccce65cba993222d4b,6.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.147887,unrelated
Barack and Michelle Obama have filed for divorce in Illinois.,1a0f1694cb65044a84a6219fbaf4dd39f0f48da0087a02ccce65cba993222d4b,7.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.41119,fact
Barack and Michelle Obama have filed for divorce in Illinois.,1a0f1694cb65044a84a6219fbaf4dd39f0f48da0087a02ccce65cba993222d4b,8.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.261498,unknown
Barack and Michelle Obama have filed for divorce in Illinois.,1a0f1694cb65044a84a6219fbaf4dd39f0f48da0087a02ccce65cba993222d4b,9.txt,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.158329,unknown
House speaker Paul Ryan asserted that women who use birth control are committing murder.,1f9b17a5a401d6b62c03ba452de7393d51ea266b47e134d2e7abfb0b533aebad,0.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.626055,hoax
House speaker Paul Ryan asserted that women who use birth control are committing murder.,1f9b17a5a401d6b62c03ba452de7393d51ea266b47e134d2e7abfb0b533aebad,1.txt,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.634656,hoax
House speaker Paul Ryan asserted that women who use birth control are committing murder.,1f9b17a5a401d6b62c03ba452de7393d51ea266b47e134d2e7abfb0b533aebad,2.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.817492,unknown
House speaker Paul Ryan asserted that women who use birth control are committing murder.,1f9b17a5a401d6b62c03ba452de7393d51ea266b47e134d2e7abfb0b533aebad,3.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.888143,unknown
House speaker Paul Ryan asserted that women who use birth control are committing murder.,1f9b17a5a401d6b62c03ba452de7393d51ea266b47e134d2e7abfb0b533aebad,4.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.209092,unknown
House speaker Paul Ryan asserted that women who use birth control are committing murder.,1f9b17a5a401d6b62c03ba452de7393d51ea266b47e134d2e7abfb0b533aebad,5.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0306901,unrelated
Hillary Clinton wore a secret earpiece during the first presidential debate of 2016.,1ff162741a34aca067ccfc5d0355c0903ab5f02b665449db2bc6f291cf2bc00b,0.txt,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.819837,hoax
Hillary Clinton wore a secret earpiece during the first presidential debate of 2016.,1ff162741a34aca067ccfc5d0355c0903ab5f02b665449db2bc6f291cf2bc00b,1.txt,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.3454,hoax
Hillary Clinton wore a secret earpiece during the first presidential debate of 2016.,1ff162741a34aca067ccfc5d0355c0903ab5f02b665449db2bc6f291cf2bc00b,2.txt,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0.2895,fact
Hillary Clinton wore a secret earpiece during the first presidential debate of 2016.,1ff162741a34aca067ccfc5d0355c0903ab5f02b665449db2bc6f291cf2bc00b,3.txt,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428198,unknown
Hillary Clinton wore a secret earpiece during the first presidential debate of 2016.,1ff162741a34aca067ccfc5d0355c0903ab5f02b665449db2bc6f291cf2bc00b,4.txt,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158257,fact
Hillary Clinton wore a secret earpiece during the first presidential debate of 2016.,1ff162741a34aca067ccfc5d0355c0903ab5f02b665449db2bc6f291cf2bc00b,5.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.119807,fact
Hillary Clinton wore a secret earpiece during the first presidential debate of 2016.,1ff162741a34aca067ccfc5d0355c0903ab5f02b665449db2bc6f291cf2bc00b,6.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.811279,fact
Hillary Clinton wore a secret earpiece during the first presidential debate of 2016.,1ff162741a34aca067ccfc5d0355c0903ab5f02b665449db2bc6f291cf2bc00b,7.txt,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0.093164,fact
Hillary Clinton wore a secret earpiece during the first presidential debate of 2016.,1ff162741a34aca067ccfc5d0355c0903ab5f02b665449db2bc6f291cf2bc00b,8.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,2,0.0817608,hoax
Hillary Clinton wore a secret earpiece during the first presidential debate of 2016.,1ff162741a34aca067ccfc5d0355c0903ab5f02b665449db2bc6f291cf2bc00b,9.txt,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.379335,unknown
A napping morgue worker in Texas was accidentally cremated by a coworker.,231df86f40662b4098af6e5b539fc34d0fe60111bf116b7a895b450473cb68bb,0.txt,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.620068,hoax
A napping morgue worker in Texas was accidentally cremated by a coworker.,231df86f40662b4098af6e5b539fc34d0fe60111bf116b7a895b450473cb68bb,1.txt,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0843042,fact
A napping morgue worker in Texas was accidentally cremated by a coworker.,231df86f40662b4098af6e5b539fc34d0fe60111bf116b7a895b450473cb68bb,2.txt,2,0,4,0,1,0,0,2,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.329775,hoax
A napping morgue worker in Texas was accidentally cremated by a coworker.,231df86f40662b4098af6e5b539fc34d0fe60111bf116b7a895b450473cb68bb,3.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.914693,unknown
A napping morgue worker in Texas was accidentally cremated by a coworker.,231df86f40662b4098af6e5b539fc34d0fe60111bf116b7a895b450473cb68bb,4.txt,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0867163,fact
A napping morgue worker in Texas was accidentally cremated by a coworker.,231df86f40662b4098af6e5b539fc34d0fe60111bf116b7a895b450473cb68bb,5.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.520838,fact
A napping morgue worker in Texas was accidentally cremated by a coworker.,231df86f40662b4098af6e5b539fc34d0fe60111bf116b7a895b450473cb68bb,6.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.810893,fact
A napping morgue worker in Texas was accidentally cremated by a coworker.,231df86f40662b4098af6e5b539fc34d0fe60111bf116b7a895b450473cb68bb,7.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107821,unrelated
A napping morgue worker in Texas was accidentally cremated by a coworker.,231df86f40662b4098af6e5b539fc34d0fe60111bf116b7a895b450473cb68bb,9.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262695,unrelated
